,o_body,verdict
3575,"Donald Trump canceled various White House measures accommodating Islamic prayers in the building, upsetting President Obama.",false
3576,The Clinton Foundation suddenly transferred $1.8 billion to a bank in Qatar.,false
3577,President Obama secretly signaled solidarity to African leaders at the White House using a Muslim hand gesture known as the 'Shahada.,false
3578,The Costco chain will soon be selling bulk marijuana in their Washington stores.,false
3579,Photographs depict signs marking the sites of 'future internment camps' authorized by President Trump's executive order.,false
3580,Usain Bolt donated $10 million and Shakira donated $15 million to help rebuild Haiti after Hurricane Matthew.,false
3581,Spraying a mixture of vinegar and water on your car's windshield will effectively help de-ice it.,mixture
3582,"Photographs show women at an anti-Palin rally held in Anchorage, Alaska.",true.
3583,Pringles brand potato chips contain a chemical that is known to cause cancer in humans.,unproven
3584,"In 2006, U.S. Senator Barack Obama spoke out against raising the U.S. goevrnment debt limit.",true
3585,Ingestion of hand sanitizer by children can result in alcohol poisoning.,mixture
3586,Hillary Clinton overlooked Benghazi victims when she said that 'we didn't lose a single person in Libya' during a campaign event on MSNBC.,mostly false
3587,President Donald Trump has announced budget cuts that would end the Meals on Wheels program.,mixture
3588,Procter & Gamble supports the overturning of a Cincinnati charter amendment that prohibits the City Council from enacting any protections specifically aimed at gays and lesbians.,true.
3589,Children who watch at least 30 minutes of 'Peppa Pig' per day have a 56 percent higher probability of developing autism.,false
3590,Video shows the deleterious results of using Head & Shoulders shampoo.,scam
3591,A photograph shows CNN reporter Anderson Cooper seductively posing in his underwear.,false
3592,American political consultant Roger Stone has a tattoo of Richard Nixon on his back.,true
3593,The rescued crew of a Japanese fishing trawler were held in custody when Russian officials refused to believe their claim that their boat was sunk by a falling cow.,false
3594,An image shows the heavily armed officers of United Airlines' Special Seating and Apparel Division.,false
3595,A photograph shows Alton Sterling and two children holding guns.,unproven
3596,Internet-circulated list titled '2006 Darwin Awards' details actual deaths.,multiple - see below.
3597,Facebook is donating $1 per share to a medical fund for a baby born with his heart outside his body.,false
3598,Bill Gates explains to a waiter why he left a much smaller tip than his son did.,false
3599,Diners are legally obligated to pay mandatory service charges or tips which appear on their checks.,mixture
3600,Video clip shows a music-playing 'farm machine' built at the University of Iowa.,false
3601,Photographs show a black bear with a white cub.,true.
3602,A photograph shows a crowd with their hands raised pledging allegiance to President Obama.,false
3603,"A DNC staffer was killed in a 'mysterious explosion' following the unsolved murder of a young man in Washington, D.C.",false
3604,Donald Trump claimed he could 'stand in the middle of Fifth Avenue and shoot somebody' and not 'lose any voters.,true
3605,Photographs show a black white-tailed deer fawn.,true
3606,Adolf Hitler said that the only way that the Nazi party could have been stopped was if it were destroyed in its infancy.,mostly true
3607,"Arby's roast beef is made from a paste, gel, powder, or liquid.",false
3608,The NRA banned the carrying of guns from their own national convention.,false
3609,A 'Google bombing' effort has tied the phrase 'miserable failure' to President Bush's biography in the Google search engine.,no longer true.
3610,People have died laughing.,true
3611,"U.S. farmers are saturating wheat crops with the herbicide Roundup as a desiccant before each harvest, causing an increase in wheat-related ailments.",mixture
3612,The CDC has warned that the swine flu is wiping out villages in Asia and will kill 60% of the U.S. population.,false
3613,A photograph shows a baby moose holding a rainbow flag.,false
3614,Swishing plant oils in your mouth ameliorates a variety of medical ailments.,unproven
3615,Twitter is shutting down in 2017 due to cyberbullying.,false
3616,Ohio amusement park Kings Island will close through 2020 because of 'dangerous rides.,false
3617,A shelter rented dogs for embarrassed adult Pokemon Go players and raked in tons of cash before all their dogs were swiftly adopted.,mostly false
3618,The state of Michigan has passed a law banning oral and anal sex.,mostly false
3619,Photographs show a Calderon dolphin hunt taking place in Denmark.,mixture
3620,Bill Nye proposed penalizing families with too many children to reduce population growth and slow climate change.,false
3621,The Nobel Committee has asked President Obama to return his Nobel Peace Prize.,false
3622,Senator Ted Cruz said that businesses should exercise their right to turn away gay customers.,false
3623,Photographs show an airplane engine damaged by volcanic ash.,real photographs; inaccurate description
3624,Coca-Cola came to be bottled when a stranger sold a remarkable two-word idea to the company: 'Bottle it.,false
3625,Real skeletons of mythical creatures are on display at the Merrylin Cryptid Museum.,false
3626,Photograph shows playground warning sign with more restrictive wording in Spanish than in English.,true
3627,Photograph shows a large crocodile killed in Zimbabwe.,probably true
3628,President Obama said that 'Muslims built the very fabric of our nation.,mixture
3629,Mitt Romney said he was 'too important to go to Vietnam.,false
3630,"Kid Rock is the son of Hank Williams, Jr.",false.
3631,Account of a 10-year-old boy's death explains dry drowning and its symptoms.,mixture
3632,Law enforcement group urges boycott of the video game 25 to Life.,multiple - see below.
3633,"300,000 pounds of rat meat disguised as chicken wings were sold in the U.S.",false
3634,A photograph depicts a glamorous 'young Harriet Tubman.,false
3635,Ellen DeGeneres has announced that she was leaving her talk show to sell skin care products.,false
3636,An image shows Hillary Clinton addressing a campaign rally attended by fewer than 25 people.,false
3637,The new Canadian $10 bill is being recalled because it includes a misprint of the poem 'In Flanders Fields.,false
3638,A rare condition known as tetrachromacy can be identified with an online test.,false
3639,Senate candidate John Glenn delivered a stinging rebuke to a challenger who accused him of never having run a business.,true.
3640,Photographs show a moose who had just given birth in the front yard of a house in Michigan.,real photographs; inaccurate description
3641,The White House Easter Bunny was sponsored by Paas for the first time in 2017.,false
3642,A photograph shows a 28-foot alligator captured in Florida.,miscaptioned
3643,Sarah Palin said vaccinations were linked to homosexuality.,false
3644,The Wendy's fast food restaurant chain uses rat and horse meat to make their chili.,false
3645,Cosplay has been made illegal in five states.,false
3646,A woman encountered kidnapping scouts at a Houston Target.,unproven
3647,President Richard M. Nixon used the wrong 'Wilson desk' in the White House.,true
3648,"Danney Williams, a 31-year-old man from Little Rock, Arkansas who has claimed to be President Bill Clinton's illegitimate son, has died.",false
3649,"Wal-Mart employees must pony up to buy flags, flagpoles, and floodlights, or else their stores have to do without American flag displays.",false.
3650,"Fisher Price sells a 'happy hour playset' including a bar, bar stools, and beer bottles.",false
3651,Michelle Obama gorged herself on an expensive room service dinner while her husband was attending a meeting at the Waldorf-Astoria hotel.,false.
3652,The boots on Neil Armstrong's spacesuit don't match up with the 'footprints' supposedly he left on the moon.,false
3653,Donald Trump has vowed to reinstate the draft.,false
3654,"Two handfuls of cashews are equivalent to one dose of Prozac in treating depression, and can be safely substituted for prescribed drugs.",false
3655,A Newsweek-branded 'Madam President' publication cover declared Hillary Clinton the winner of the presidential election prior to 8 November 2016.,mixture
3656,Did Sam Clovis (a President Trump pick for a U.S. Department of Agriculture science position) called scientists 'dumb' and claimed that dinosaurs never existed.,false
3657,Coconut oil has a positive effect on cognition and focus.,unproven
3658,A photograph shows a group of American students being forced to pray to Allah at a mosque as part of their Common Core curriculum.,false
3659,"President Obama ordered flags be flown at half-staff to mark the death of singer Whitney Houston, but he did not extend that honor to former first lady Nancy Reagan.",false
3660,Scammers are racking up hundreds of dollars per phone call by borrowing homeowners' phones and placing five-minute calls to expensive premium rate services.,false.
3661,Purchases of U.S. flags are exempt from sales taxes.,mixture
3662,A video shows Bill Clinton saying that his wife Hillary Clinton 'communed' with the spirit of Eleanor Roosevelt.,mostly true
3663,Video clip reveals that a digital TV converter harbors a hidden camera and microphone.,false
3664,"It costs American taxpayers roughly $200,000 an hour every time President Obama travels in Air Force One to campaign for Hillary Clinton.",mixture
3665,Taxypayers paid $4 million for President Obama to play golf with Tiger Woods.,mostly false
3666,"In 1926, the federal government poisoned alcohol to curb consumption during Prohibition; by the time Prohibition ended in 1933, an estimated 10,000 people had died from this poisoning.",mixture
3667,A video shows a shark attacking a surfer.,false
3668,"Vatican City, the Taj Mahal, Yankee Stadium and five other landmarks could all fit inside the Indianapolis Motor Speedway.",mostly true
3669,Photographs show a mansion belonging to Zimbabwean president Robert Mugabe.,false
3670,Hockey commentator Don Cherry issued a sardonic comment on Iraqi prisoner abuse.,false
3671,Muslims recently decided to celebrate the birth of the Prophet Mohammed on 24 December (Christmas Eve) in order to preempt Christmas.,false
3672,A deceptive photograph shows a man perilously hanging by his feet from the edge of a high cliff.,mixture
3673,"Two white men were doused in gasoline and set on fire by Black Lives Matter members, and the story was 'censored' by the media.",mostly false
3674,A video shows a mysterious UFO over an airport in Turkey.,false
3675,"You can get a new pair of shoes from Nike by just mailing them any old, worn-out pair of sneakers.",false
3676,An image shows that Hillary Clinton needs help walking up stairs is the 'latest evidence' that she is in poor health.,mixture
3677,Video shows an eagle attempting to snatch a child from a park.,false
3678,Congress has 'officially initiated President Obama's impeachment.,false
3679,Donald Trump has called global warming a 'hoax' on multiple occasions.,true
3680,Nike pulled a print ad for their Air Dri-Goat shoes because readers found it offensive to the disabled.,true.
3681,Singer 'Mama' Cass Elliot experienced an increase in her vocal range after she was hit in the head by a pipe.,false
3682,"McDonald's buys their meat from a company called '100% Beef,' which allows them to legally but deceptively claim they use 100% beef in their hamburgers.",false
3683,Four Christians in Philadelphia face a potential sentence of 47 years in prison for preaching in public.,"was true, but is no longer the case."
3684,Kay Jewelers regularly replaces diamonds with fakes or inferior stones during service and maintenance appointments.,unproven
3685,"In accordance with a requirement of their original Royal Charter, the Hudson's Bay Company of Canada makes annual payments of elk and beaver pelts to the Queen of England.",false
3686,"Vice President Mike Pence said, 'What the American people need is not more health care. What we need is more Jesus care.",false
3687,George W. Bush accidentally voted for Barack Obama in the 2012 presidential election.,false
3688,Message provides instructions for stopping others from seeing your activity on Facebook.,mixture
3689,Using toilet paper as a barrier between your derriere and a toilet seat poses more health risks than just sitting down without a barrier.,false
3690,Legislation currently under consideration would cut $100 million in federal funding for the Corporation for Public Broadcasting.,was true; proposal has been defeated.
3691,"A meme's map depicts mass shootings since Sandy Hook, not acts of Islamic terrorism in the United States.",mostly true
3692,Actor Gabourey Sidibe has died of an 'apparent asthma attack.,false
3693,The state of Florida is 'moving' to undertake a 'full recount' of all 2016 general election votes after 'massive voter fraud' was uncovered.,false
3694,Sharpie is giving a giant set of markers to all Facebook users who follow a short series of steps.,false
3695,First Lady ripostes that her ex-boyfriend would have been President if she'd married him.,false
3696,"During an interview with the Wall Street Journal, Barack Obama said, 'a strong government hand is needed to assure that wealth is distributed more equitably.",false.
3697,The health care bill currently before Congress mandates that seniors be given euthanasia counseling every five years.,false
3698,The second season of 'Stranger Things' will be written by Stephen King.,false
3699,The Gardasil HPV vaccine has been proved to have caused the deaths of 32 women.,false
3700,Photograph shows First Lady Michelle Obama waving Communist flags in China.,false
3701,The United Nations will kill all Americans who refuse to turn over their guns.,false
3702,A 'creepy clown' was arrested after massacring 18 individuals in a haunted house attraction.,false
3703,A diet rich in vitamin D can reverse tooth decay and regrow portions of teeth lost to cavities.,false
3704,The title of the arcade game 'Donkey Kong' was the result of a mistranslation.,false
3705,Mitt Romney is facing federal ethics charges.,mixture:
3706,Photograph shows Michelle Obama with Princess Letizia and Carla Bruni-Sarkozy.,false
3707,A 15-year-old cancer sufferer named Rebekah Tauber has requested calls to her prayer pager.,"was true, but the child has since died."
3708,Eau Claire schools canceled a planned Veterans Day ceremony over concerns about a 21-gun salute.,mixture:
3709,Photograph shows Michelle Obama with her daughters draped in South African colors at the 2012 Olympics.,false
3710,The Fox News Channel will be shutting down for routine maintenance on 21 January 2013.,false
3711,"Congress could declare Donald Trump unfit to govern, thereby preventing him from becoming president.",true
3712,Phone cards are good gifts for U.S. soldiers.,multiple:
3713,The Orange County chapter of the American Red Cross declined to allow an invited musical troupe to performs songs such as 'God Bless the USA' at an awards luncheon.,true.
3714,Country singer Charlie Daniels authored an opinion piece about press coverage of the Paula Deen racial controversy.,correctly attributed
3715,WNBC received documents proving Donald Trump paid $40 million in federal income tax in 2013.,false
3716,A law passed in Texas would ban non-Christians from adopting children.,mostly false
3717,"Dr. Ben Carson said the 'disintegration of the family unit and the welfare state are enslaving African-Americans and ruining their futures,' but received help from such programs in his youth.",mixture
3718,"The Temple of Baal is being rebuilt in New York and London as an operable house of worship, with more such temples to follow.",mostly false
3719,Muslims in the U.S. are specifically exempted from legislative requirements to purchase health insurance.,false
3720,A video depicts a Chinese vendor making 'synthetic cabbages' for sale in American restaurants and supermarkets.,false
3721,A veteran was booted from an Old Navy store for complaining about a uniform-wearing employee.,undetermined
3722,Some residence locks are vulnerable to unauthorized entry through the use of 'bump keys.,true
3723,"Due to a shortage or men, the Eritrean government has made it mandatory for men to take at least two wives.",false
3724,The web site LetsSayThanks.com allows the public to send free personalized postcards to U.S. troops serving overseas.,outdated
3725,Michael Brown's mother posted comments on social media celebrating the shooting of two Ferguson police officers.,false
3726,Actor Ato Essandoh was killed during the filming of 'Django Unchained.,false
3727,Editorial by pianist Huntley Brown explains why he won't vote for Barack Obama.,true.
3728,Photographs show the results of an automobile accident caused by an 'intexticated' driver.,undetermined
3729,"Stephanie Cegielski, Donald Trump's top strategist, wrote an open letter to the Republican candidate's supporters.",mixture
3730,85 (or 244) inmates have escaped from a Fijian prison.,false
3731,"37 million bees died after a large GMO cornfield was planted in Ontario, Canada.",unproven
3732,Photographs show a fishing boat capsized by a black marlin.,real photographs; inaccurate description
3733,"Animals are fleeing Yellowstone Park, an indicator that a supervolcano eruption is imminent.",false
3734,The state of Illinois uses photo radar in freeway work zones.,true
3735,The Centers for Disease Control (CDC) owns a patent on Ebola.,mixture:
3736,"Barack Obama shunned law enforcement personnel by asking them remain out of view before a campaign event in Battle Creek, Michigan.",false.
3737,President Obama has announced plans to ban recreational fishing in the U.S.,false
3738,Photograph shows the face of a girl who was blinded by a nuclear bomb.,unproven
3739,Winston Churchill wrote about the 'dreadful curses of Mohammedanism' in his 1899 book The River Wars.,true
3740,George W. Bush once described rapper Eminem as 'the most dangerous threat to American children since polio.,false.
3741,Photo shows Yale undergraduate George W. Bush delivering a punch to the face of a rugby opponent.,true.
3742,Brad Pitt died of suicide shortly after Angelina Jolie filed for divorce from him in September 2016.,false
3743,A baby was born with two separate minds enclosed in one head.,false
3744,A British mother lost custody of her children because she ignored warnings about 'co-sleeping' with her children.,mostly false
3745,Keanu Reeves posted a message on his personal Facebook page about the difficulties he has overcome in life.,misattributed
3746,Significance can be found in numbers relating to the September 11 terrorist attacks on the U.S.,false.
3747,Forwarding an Internet chain letter will get you listed in The Guinness Book of World Records.,false.
3748,Plans to make a sequel to the movie 'Step Brothers' were announced in March 2016.,false
3749,Hillary Clinton cited Robert F. Kennedy's June 1968 assassination as a reason to remain in the presidential race against Barack Obama in 2008.,true
3750,Wells Fargo and Chase are invested in the Dakota Access Pipeline.,mostly true
3751,"A photograph shows a group of buses that were used to ship in paid anti-Trump protesters to Austin, Texas.",false
3752,A sealed indictment has been granted against President Donald Trump.,unproven
3753,Video clip shows martial arts star Bruce Lee playing ping-pong using nunchaku.,false
3754,Milk-Bone dog treats cause cancer in one of every two dogs that eat them.,false
3755,Students at UC Irvine implemented a ban on the American flag.,mixture
3756,Fox News showed a parody account for Reality Winner during a live broadcast.,false
3757,It's possible to tattoo the whites of your eyes.,true
3758,"House Majority Whip Steve Scalise was a guest speaker at a 2002 white supremacist organization's event in Metairie, Louisiana.",mixture
3759,Outtake from the Mister Ed TV series captures the talking equine making a racist comment.,false.
3760,Infants have died or suffered debilitating respiration problems after aspirating baby oil.,true.
3761,Photograph shows Mitt Romney posing with children whose shirts spell out the word 'MONEY.,false
3762,Rick Santorum said that a ban on pornography was 'one of only a few things I see eye to eye on with the Taliban.,false
3763,Weather Channel co-founder John Coleman provided evidence that convincingly refutes the concept of anthropogenic global warming.,false
3764,Vastly more mass shootings have taken place during President Obama's administration than that of any other recent President.,false
3765,The American Psychiatric Association has classified the taking of 'selfies' as a mental disorder.,false
3766,New York will be embedding strips in vehicle registration stickers in order to catch speeders.,false
3767,The BATF plans to ban 'green tip' ammunition due to an executive order issued by President Obama.,mixture:
3768,WhatsApp Gold is a premium service offered by WhatsApp.,false
3769,A video shows a car driving through a crowd of anti-Trump protesters on the highway.,mostly false
3770,The 'Cap and Trade energy bill' requires that all existing real estate must meet new energy standards before it can be sold.,false
3771,An old image of truck driver Reginald Denny advocates that drivers not stop for road-blocking protesters.,mixture
3772,A man was hospitalized after a fidget spinner became lodged in his anus.,false
3773,"President Obama planned to attend Fidel Castro's funeral, but was forced to 'stand down' by President-elect Donald Trump.",false
3774,Eerie clouds over Geneva were caused by the particle collider at CERN opening a portal to a new dimension.,false
3775,A photograph shows a rhinoceros saving a zebra foal.,mixture
3776,The Amish Brotherhood have endorsed Donald Trump for president.,false
3777,Queen Elizabeth II has offered to restore British rule over the United States of America.,false
3778,A California artist is collecting brassieres to use in constructing a giant Bra Ball.,true.
3779,Supreme Court nominee Neil Gorsuch founded a 'Fascism Forever' club at Georgetown Prep and made white separatist/anti-Semitic statements.,false
3780,Anonymous student caught working on exam after time has been called shoves his blue book into stack and runs away.,legend
3781,Eating Takis brand corn chips causes ulcers and cancer in children.,mixture
3782,British Airways is offering free round-trip travel to London to those who forward an e-mail message to 10 other people.,false.
3783,Photographs show a woman hand-feeding hummingbirds.,true.
3784,Retired CIA agent Normand Hodges confessed on his deathbed to assassinating Marilyn Monroe.,false
3785,Terrorists have acquired a large number of 'missing' UPS uniforms.,false
3786,"Stephanie Courtney, the actress who plays the character of Flo in commercials for Progressive Insurance, is dead.",false
3787,A drug concoction known as krokodil can rot the skin of users who inject it.,true
3788,Kellyanne Conway punched a man while breaking up a fight at an inauguration ball.,unproven
3789,Black lawn jockey figures were used to aid escaping slaves on the Underground Railroad.,unproven
3790,Coca-Cola has announced that it will be donating four days' worth of income to Israel.,false.
3791,"The search-and-rescue organization in Syria, the White Helmets, is linked to terrorists.",unproven
3792,Rape would be designated a pre-existing condition under the American Health Care Act.,mixture
3793,Texting the word 'HUNGER' to 35350 will cause Sam's Club to donate the monetary equivalent of 12 meals to a local food bank.,outdated
3794,Supreme Court Justice Antonin Scalia said 'mere factual innocence is no reason not to carry out a death sentence properly reached.,mixture
3795,A photograph shows President Trump touring a chemtrail plane.,false
3796,"On NBC's Today program, Billy Graham's daughter said to Bryant Gumbel that 'We need to make up our mind - do we want God or do we not want Him . . . We cannot just ask Him in when disaster strikes.",not quite.
3797,Mississippi has passed a bill granting churchgoers the right to shoot and kill citizens at will.,mostly false
3798,A photograph shows Hillary Clinton grabbing a man's crotch.,false
3799,"Photographs show an attempted robbery in El Paso, Texas, that ended with all of the assailants shot by their would-be victim.",miscaptioned
3800,Several widely-available cheeses are partially made from wood.,mostly false
3801,Giant mutant killer hornets created by exposure to radiation from the Fukushima nuclear plant have killed several people in Nebraska.,false
3802,UK Prime Minister Tony Blair said: 'A simple way to take measure of a country is to look at how many want in and how many want out.,multiple:
3803,"In June 2012, 79% of General Motors' sales were made to the U.S. federal government.",false
3804,Changing your Facebook profile picture to one of a cartoon character will enable pedophiles to more easily make friends with children online.,false
3805,Talk radio host Rush Limbaugh was disqualified from the Vietnam-era draft due to a pilonidal cyst.,probably true
3806,A 2013 immigration reform bill provides young people with free cars to transport them to their jobs.,false
3807,Donald Trump's recently-deceased cousin implored the public in his obituary not to vote for the GOP presidential contender.,false
3808,Eddie Murphy died in a car crash in 2017.,false
3809,Applebee's restaurants are giving away $50 gift certificates to customers who forward an e-mail message.,false
3810,Kraft Macaroni & Cheese products carry a warning label due to their use of GMO wheat.,false
3811,A can of cookie dough exploded inside a woman's vagina during a shoplifting incident at Walmart.,false
3812,A photograph shows two Ku Klux Klan members dressed in white robes showing support for Donald Trump at the Nevada caucus.,mixture
3813,"Sarah Palin said Obamacare made people irresponsible, and that people with Lyme disease should quit eating limes.",false
3814,"House Speaker Nancy Pelosi demanded the use of a 'big fat 200-seat jet,' which she routinely uses to travel between Calfornia and Washington.",mostly false
3815,A 7D hologram park in Japan features virtual animals that can be touched by visitors.,false
3816,Hillary Clinton and John Kerry were nominated for a Nobel Peace Prize for negotiating a nuclear deal with Iran.,false
3817,Donald Trump is considering resignation an 'option.,unproven
3818,Video shows a woman being hit by a car after fleeing her home from a prank intruder.,false
3819,Kentucky county clerk Kim Davis was seated amongst several same-sex couples at 2016's 'State of the Union' address.,false
3820,Photograph shows a tree that grew around a bicycle left behind by a boy who went off to war.,real photograph; inaccurate description
3821,"Oil giant Baker Hughes donated $100,000 to the Susan G. Komen Foundation and now plans to distribute 1000 pink drill bits.",true
3822,"A Syrian refugee receives close to $400,000 in benefits a year from the German government in order to take care of his wives and children.",mostly false
3823,The CDC issued an apology because the 2014-15 flu shot doesn't work.,false
3824,"Ariana Grande contacted the families of those who died in the Manchester Arena attack, and will pay for their funerals.",unproven
3825,Letter to the Wall Steet Journal responds to a 'Where's the Outrage?' editorial.,correctly attributed
3826,"Obamacare architect Jonathan Gruber said Obamacare only passed due to the 'stupidity' of the American voter and a lack of 'transparency,' and video footage of his remarks was deleted from the Internet in an attempt to hide it.",mixture:
3827,Senator Dianne Feinstein said that 'All vets are mentally ill and the government should prevent them from owning firearms.,false
3828,"The philosopher Socrates said 'when debate is lost, slander becomes the tool of the loser.",unproven
3829,A couple seeking to conceive via IVF discovered through DNA testing that they were fraternal twins.,false
3830,Phil Collins wrote the song 'In the Air Tonight' after witnessing an incident in which a man refused to come to the aid of a drowning swimmer.,false
3831,A 'Muslim refugee' shot fifteen people inside an Ohio nightclub.,false
3832,Many Ticketmaster customers are eligible for free concert tickets under the terms of a class action settlement.,mostly true
3833,The title of the Doors song 'Five to One' refers to the ratio of Viet Cong to American troops in Vietnam.,undetermined.
3834,"Photographs show Rupert, a deer delivered by Caesarean section.",true.
3835,Sarajevo and Pyongyang are the only two world capitals without McDonald's restaurants.,false
3836,President Trump refused to give federal support to California due to state's sanctuary cities.,false
3837,Yoko Ono confirmed that she had an affair with Hillary Clinton in the 1970s.,false
3838,"ISIS/Daesh created a WhatsApp group called 'Interschools,' and once users join it they cannot leave.",false
3839,The spiral stairway at Santa Fe's Loretto Chapel miraculously stands despite having no discernable means of support.,false
3840,Female lawmakers unveiled a bill prohibiting the disposal of 'unused semen.,false
3841,United Airlines will begin charging for overhead bin space.,mostly false
3842,Rep. Paul Ryan refused to tip an elderly waiter at a Washington-area restaurant.,false
3843,Orthodox jews engage in marital relations through a hole in a sheet.,false
3844,"The CA-125 blood test is a reliable method of detecting ovarian cancer in its early stages, and women should insist upon having one done with each yearly examination.",false.
3845,Photographs show an albino whitetail deer fawn.,undetermined.
3846,Muslim Refugees threatened to slaughter their hosts at Hope Farms in South Africa.,mixture
3847,Controversial San Francisco 49ers quarterback Colin Kaepernick has worn socks depicting police officers as pigs.,true
3848,President Obama has started confiscating guns 'by force.,false
3849,Milwaukee Sheriff David Clarke wears fake military medals.,false
3850,A photograph shows President Obama holding a rocket launcher in a car with Abu Bakr al-Baghdadi.,false
3851,A 1922 New York Times article reported that Adolf Hitler 'was merely using anti-Semitic propaganda as a bait to catch masses of followers'.,true
3852,Elizabeth Warren lives in a multi-million-dollar mansion and relied on scant Native American heritage claims to land a job at Harvard.,mixture
3853,Photograph shows a mud puddle in the shape of Australia.,undetermined.
3854,A group of Danish students proved that Wi-Fi signals harm human health in a study involving routers and cress seeds.,unproven
3855,Malia Obama traveled to Mexico in March 2012.,true
3856,"The word 'fuck' derives from an acronymic phrase, either 'For Unlawful Carnal Knowledge' or 'Fornication Under Consent of the King.",false
3857,Photograph shows a 'thank you' sign to Jews from the Chinese Restaurant Association of the United States.,legend
3858,Axel Springer CEO Mathias Döpfner wrote an editorial for Die Welt blasting Europe for its timidity in confronting Islamic fanaticism.,true.
3859,Improperly stored or discarded 9-volt batteries can touch off house fires.,partly true
3860,An Internet-circulated coupon is good for a free bottle of Bertolli Olive Oil of up to 34 oz.,false
3861,Malia Obama was expelled from Harvard for a drug violation.,false
3862,Melania Trump has filed for divorce over her role as the First Lady of the United States.,false
3863,A video showcasing footage of violent refugees features audio of Donald Trump reciting the lyrics to a song entitled 'The Snake.,mostly true
3864,"President Obama has issued a whopping 923 executive orders, many of which give the government unprecedented power to take over control of civilian institutions.",false
3865,Ace Hardware is refusing to sell propane to Dakota Access pipeline protesters.,unproven
3866,The Los Angeles Times ran a political cartoon that depicts a Muslim and a Jew praying at a wall featuring the word 'hate' in large letters.,true.
3867,"A 15-year-old boy stabbed his brother to death because he thought the younger boy had deleted his Pokemon,",false
3868,A video shows Koko the gorilla spontaneously using sign language to issue a warning about climate change.,false
3869,There are 'no-go zones' in Sweden where the police can't enter.,false
3870,"In the autumn of 2001, fear of exposure to anthrax delivered by mail ran high.",true.
3871,Illegal loggers in the Amazon rainforest accidentally cut down the world's oldest tree.,false
3872,A lesbian mother has scheduled her adopted baby boy for sex change surgery.,false.
3873,"Walmart is distributing free $100 or $1,000 gift cards to users who click an online link.",false
3874,"Actor Jamie Foxx said of his upcoming film, 'I kill all the white people in the movie ... How great is that?'",true
3875,"Of the $1,042,000 in charitable donations Hillary Clinton deducted on her 2015 tax return, $1 million went into her own pocket via donations to the Clinton Foundation.",false
3876,E-mail written by a paramedic details conditions in New Orleans.,multiple - see below.
3877,Actor Dwayne Johnson died filming a stunt for Fast & Furious 7.,false
3878,Uncounted military absentee ballots delivered after the voting deadline would have won the 2012 presidential election for Mitt Romney.,false
3879,Rep. Dick Armey offered a humorous quip about President Clinton's troubles during the Monica Lewinsky scandal.,true.
3880,President Obama's November 2010 trip to India will cost taxpayers $200 million per day.,false
3881,All the crude oil produced in Alaska is sold and shipped to Japan.,false
3882,Map shows an optimal route for driving across the USA and hitting major landmarks in every state.,true
3883,President Obama opted to skip Nancy Reagan's funeral in order to 'party' at an 'entertainment festival.,mixture
3884,Pope Francis uploaded a selfie to the Vatican's Instagram account.,false
3885,Students at Bowdoin College in Maine were offered counseling because a party involved mini sombreros.,mostly false
3886,A Wendy's employee admitted that was putting feces in the restaurant's chili.,false
3887,Glade PlugIns brand air fresheners have been proved a significant fire hazard.,false.
3888,An NPR study determined that 25 million fraudulent votes had been cast for Hillary Clinton in the 2016 presidential election.,false
3889,"President Obama pardoned a 'violent crackhead' named Wendell Callahan, who went on to murder a woman and her two small children.",mostly false
3890,The Federal Emergency Management Agency scheduled a massive earthquake preparedness drill on the same day as the California primary.,mostly false
3891,"A California man is suing CBS, Janet Jackson, and Justin Timberlake over the breast-baring incident during halftime at Super Bowl XXXVIII.",false.
3892,The Obama administration created a program to provide free cell phones to welfare recipients.,mixture of true and false information:
3893,Republicans in Texas made significant cuts to Medicaid after they were 'emboldened' by the results of the 2016 general election.,mixture
3894,An Islamic bank is the majority owner of the Caribou Coffee chain.,partly true.
3895,The federal government is preventing Volkswagen's XL1 model car from being sold in the U.S. because the vehicle is too fuel-efficient.,false
3896,A sea monster of giant size was spotted near Antarctica.,false
3897,60 Minutes commentator Andy Rooney wrote an essay 'In Praise of Older Women.,incorrectly attributed
3898,CNN altered a photograph of Esteban Santiago to make his skin appear lighter.,false
3899,Thomas Jefferson wrote that 'the strongest reason for the people to retain the right to keep and bear arms' is to 'protect themselves against tyranny in government.,false
3900,"Multiple precincts in Detroit reported more votes than voters in the 2016 general election, suggesting voter or electoral fraud.",mixture
3901,"Diets tailored to one's specific blood type are capable of reducing myriad ailments, improving digestion, enabling weight loss, and providing increased energy.",unproven
3902,Donald Trump won't release his tax returns because they reveal that he has donated millions of dollars to the North American Man/Boy Love Association.,false
3903,Photograph shows a rare breed of Newfoundland dog bred to hunt bears.,real photograph; inaccurate description
3904,'Obamacare' mandates that no one over 75 will be given major medical procedures unless approved by an ethics panel.,false
3905,Drug-laced suckers are being handed out to children in Arkansas.,multiple - see below:
3906,The lyrics to the song 'Louie Louie' are really obscene.,false
3907,President Donald Trump banned 'Sharia Law' in the United States.,false
3908,Coded images in oil paintings reveal plans for an upcoming 'massive germ attack on the U.S.,false.
3909,"After a 1977 episode of Happy Days aired, the American Library Association reported a nationwide 500% increase in library card applications from children.",false
3910,A TV station was pranked with fake names for pilots involved in an airline crash.,true
