,verdict,claim
11451,False,Weill Cornell Medicine has only ever been a place that has had no affiliation with research whatsoever.
11452,False,The Invisible Man was a romantic film.
11453,False,Atlanta metropolitan area is located in north Florida.
11454,True,The Walking Dead (comic book) is a television series inspiration.
11455,True,An American was the scriptwriter for The Beguiled.
11456,False,Battle of the Bastards never aired in the United States.
11457,False,The Monster is an EP.
11458,True,Ayananka Bose is a cinematographer.
11459,True,One Dance reached number one in the Netherlands.
11460,True,Henry Condell had a widow that was buried in the early 1600s.
11461,True,Kevin Bacon was in the film Sleepers.
11462,False,The Nobel Prize in Chemistry was awarded to a person from everywhere except from Holland.
11463,False,Battle of the Bastards had a viewership of 10 million in its initial broadcast.
11464,True,"Jack Nicholson is in Ragtime, although he does not appear in the credits."
11465,False,Mike Friedrich is not a publisher.
11466,True,Aubrey Anderson-Emmons is an actress.
11467,False,Robert Zemechkis has failed to make movies across a wide variety of genres.
11468,False,Jack Lowden is incapable of being an actor.
11469,False,Natasha Lyonne is also known as Natasha Rebecca Lyonne Renner.
11470,True,Keith Stanfield is from America.
11471,False,Dissociative identity disorder is known as dementia.
11472,True,Jeb Bush is the younger male sibling of George W. Bush.
11473,False,Musala is the lowest peak in the Balkan Peninsula.
11474,False,Cary Elwes was born in April 1962.
11475,True,Fargo (season 3) aired on a basic cable network.
11476,False,No Strings Attached was released in 2007.
11477,False,Carey Hayes was born in 1897.
11478,False,The Quiet only stars Hillary Clinton.
11479,False,The Saturn Award for Best Fantasy Film is presented to the worst film in the fantasy genre.
11480,True,"There are currently 15,882,417 Mormon members."
11481,False,The Fly was first released in 1999.
11482,False,Jed Whedon is the son of someone born in June.
11483,True,Unison (Celine Dion album) was originally released by Columbia Records in 1990.
11484,True,"The phrase to say at every house while Trick-or-Treating is ""Trick or treat""."
11485,False,Key & Peele has only won one Primetime Emmy Award.
11486,False,"A U.S. state is Phoenix, Arizona."
11487,True,The Premier League Asia Trophy is held.
11488,False,Qin dynasty ended around 300 BC.
11489,False,The KGB was a fast food service.
11490,False,A near-Earth object is a small star.
11491,False,The Quiet was released in May of 2005.
11492,True,"On August 19, 1945, Ian Gillan was born."
11493,True,Ten matches were possessed by SummerSlam.
11494,False,The Raven (2012 film) was unreleased in the United States.
11495,True,Food Network is available.
11496,False,The Wonder Years was only a book.
11497,True,Anthony Scaramucci is in politics.
11498,True,A sailor shirt is typically worn by Donald Duck.
11499,False,Yves Saint Laurent lacks the ability to make clothes.
11500,False,The Cyclades are a group of landlocked towns in Kentucky.
11501,False,Foot Locker is only known as Foot Locker.
11502,True,"In Kentucky, the electric chair has been retired except for a subset of people."
11503,False,Melilla is located on the north coast of Antarctica.
11504,True,A series created by Genndy Tartakovsky featured the voice talent of John DiMaggio.
11505,True,Color of Night was released in 1994.
11506,False,Superhuman abilities may result from frog enhancement by nanotechnology.
11507,True,Goldie Hawn was in at least two movies.
11508,True,Aruba is one of the Caribbean's ABC Islands.
11509,True,General Motors had various components.
11510,False,Sausage Party is a computer-animated horror comedy.
11511,False,The cinematography of Far from the Madding Crowd was by Nicolas Roeg in 2012.
11512,True,Sennacherib's designated successor was his son Esarhaddon.
11513,True,Exit the King the show premiered in 1962.
11514,True,Azithromycin is available.
11515,False,"Camp Flog Gnaw was created in 2013 by Tyler, The Creator and Odd Future."
11516,True,Maximum Overdrive is a film from 1986.
11517,True,Army laws and regulations dictated the KGB.
11518,False,Ekta Kapoor never produced an Indian soap opera.
11519,False,Gaius Julius Caesar only was the mother of a dictator.
11520,False,Faye Resnick does not write.
11521,False,The 2003 NCAA Division I Men's Basketball Tournament was triple-elimination.
11522,False,Bonobos live north of the river.
11523,True,Westworld's first season premiered in the month of October.
11524,True,See You on the Other Side was involved with the production team of The Matrix.
11525,False,P.S I Love You (film) is incapable of being an American film.
11526,False,Ding Yanyuhang is European.
11527,True,Lucy Hale works in the entertainment industry.
11528,True,Pythagoras was a Greek philosopher.
11529,True,Heath Ledger won an award.
11530,False,The Big Country is only a television series.
11531,False,Superhuman abilities may result from dog enhancement by genetic modification.
11532,True,Weill Cornell Medicine is a biomedical research unit.
11533,False,The Nottingham Forest F.C. play tennis.
11534,False,Maximum Overdrive is a 1986 military campaign.
11535,True,The Originals (TV series) is from the United States.
11536,False,"Benjamin Franklin failed at earning the title of ""The First American."""
11537,False,Cyprus is in the Middle East.
11538,False,Jamie Lee Curtis' mother is Tony Curtis.
11539,False,Pocahontas's birth name was Little Eagle.
11540,True,Scandal is fronted by Patty Smyth.
11541,False,"Phoenix, Arizona is the most populous city in Massachusetts."
11542,False,The latest ceremony of the Logie Awards was in 2017 of May.
11543,False,A parent of Jed Whedon was born in the month of August.
11544,False,Pakistan's semi-industrialized economy is the 25th largest in purchasing power parity in the world.
11545,True,Temple Mount is where Jews turn towards during prayer.
11546,False,Jeb Bush grew up in Boston.
11547,False,Resident Evil is a television series.
11548,False,"Uta Hagan graduated from college on June 12th, 1919."
11549,False,Brian De Palma was born in 1912.
11550,True,Sierra Morena has a strong legendary reputation within Spanish culture and tradition.
11551,False,"Super Bowl XLV was played before February 6, 2011."
11552,False,Younger is not a television series.
11553,False,Robert Singer (producer) turned down directing Supernatural to direct for One Tree Hill.
11554,False,Trouble with the Curve only stars Robin Wright.
11555,False,Honeymoon is the third perfume line by Lana Del Rey.
11556,True,"The Indian National Congress was founded in Bombay, India."
11557,False,Ed Gein had exhumed corpses from local parks.
11558,True,Hyksos performed horse burials.
11559,True,The Washington Monument is the world's tallest obelisk.
11560,True,The Boeing 767 became the most frequently used airliner for transatlantic flights between North America and Europe.
11561,False,Sarah Hyland is a brand of hot dog.
11562,True,"Monroe, Connecticut is the place where Annabelle is located."
11563,False,Mandy Moore is not an American.
11564,True,There has been at least one windstorm in Stanley Park.
11565,False,The United States dollar is not a form of currency.
11566,False,Ricardo Montalbán was only German.
11567,False,The WWE was founded after the creation of the NXT Tag Team Championship.
11568,False,Julie Bowen's birthday is November 3.
11569,True,Anneliese van der Pol is an actress.
11570,True,In 1974 Alan Shepard retired from the US Navy.
11571,False,P.S I Love You (film) was reviewed by Richard LaGravenese.
11572,True,Gray Matters was released in 2006.
11573,False,Mars is far away from Valles Marineris.
11574,True,Raven-Symoné appears in Empire.
11575,True,Netscape Navigator was succeeded by the Netscape Communicator suite.
11576,False,The 2003 NCAA Division I Men's Basketball Tournament was played at the highest level of Machu Picchu.
11577,True,"In August, the Siege of Fort Stanwix began."
11578,True,Daenerys Targaryen was introduced in a novel.
11579,False,Gray Matters was released in May of 2006.
11580,True,Temple Grandin is a biographical film from 2010.
11581,False,Hezbollah received military training from Iran.
11582,True,Yvonne Strahovski worked on an ABC show.
11583,True,Shape of You made the US Billboard Hot 100 chart.
11584,True,Moesia included most of the territory of a modern-day part of Serbia.
11585,True,One country that founded the Group of 15 was Peru.
11586,False,Cleopatre is barely related to Amadis.
11587,False,A near-Earth object is abbreviated as NGO.
11588,True,Two Primetime Emmy Awards have been awarded to Key & Peele.
11589,False,Proponents of globalism tend to advocate for national governance.
11590,False,Donald Duck typically wears only a bracelet.
11591,True,Jarhead is based upon a memoir.
11592,True,Port of Spain is the capital of Trinidad and Tobago.
11593,False,Keith Stanfield is a Gemini.
11594,True,IMDb is a site.
11595,True,A Good Day to Die Hard was written.
11596,True,Freddie Highmore has been nominated for the Critics' Choice Television Award.
11597,False,Chris Benoit is immortal.
11598,True,2 Hearts came out after May 1923.
11599,True,B. R. Ambedkar was an Indian politician.
11600,True,Johnny Van Zant named a solo album Brickyard Road.
11601,False,Fred Seibert has a career as a gospel record producer.
11602,True,The Hunger Games film series had Gary Ross direct the first film.
11603,False,Kate Walsh was unable to be on Grey's Anatomy.
11604,False,The Boeing 767 has always been the least frequently used airliner for transatlantic flights between North America and Europe.
11605,False,Commodore is only used in many land armies.
11606,False,Temple Mount is where Jews turn away from during prayer.
11607,False,Jack Lowden was incapable of having major international onscreen success.
11608,True,Syria provided political support to Hezbollah.
11609,True,Punch-Drunk Love was distributed by an American film studio.
11610,False,Donald Duck typically wears a sailor sweatshirt.
11611,False,Taarak Mehta Ka Ooltah Chashmah is from France.
11612,False,A member of the Grateful Dead was John Perry Barlow.
11613,True,"In 1992, Prague's historic center was added to UNESCO's list of World Heritage Sites."
11614,True,Cary Elwes is an actor.
11615,True,Alex Jones writes.
11616,False,Jack Dylan Grazer's parents are Princess Oriana and Fox Mulder.
11617,True,Nero has passed away.
11618,False,"Phoenix, Arizona is the capital of Massachusetts."
11619,False,Nero's death never sparked a brief period of civil wars.
11620,True,Johnny Van Zant still performs with Lynyrd Skynyrd.
11621,False,Wolfgang Mozart had only daughters.
11622,False,Pearl (Steven Universe) projects a holographic butterfly.
11623,False,American Library Association is the smallest of its kind.
11624,True,Mandy Moore is an American.
11625,True,Vedic Sanskrit is the language of texts compiled in the 2nd and 1st millennia BCE.
11626,False,Salt River Valley is in northern Arizona.
11627,True,The Maltese language is the official language of Malta.
11628,False,Victor Frankenstein had a completely original screenplay.
11629,True,Species distribution can be understood through factors such as speciation and continental drift.
11630,False,Gaius Julius Caesar never participated in politics.
11631,False,Gray Matters was only released in 2001.
11632,True,Norman Bates was published by Robert Bloch.
11633,True,A Good Day to Die Hard stars Bruce Willis.
11634,True,"George III was succeeded by his son, George IV."
11635,True,Anxiety has been linked to other ailments.
11636,True,Chinatown's screenplay had a writer.
11637,True,The Boeing 767 is used for flights.
11638,True,Richard Dawson was a presenter of game shows in the United States.
11639,False,Quay premiered at a Mexican film festival.
11640,True,Argentina is subdivided into twenty-three provinces.
11641,True,Stephen Moyer played the lead role of Prince Valiant in the 1997 movie Prince Valiant.
11642,False,Mutiny on the Bounty is an original film.
11643,False,The Dodo has been depicted with a grey and red head.
11644,True,Argentina has a Congress.
11645,True,One True Thing is an American film.
11646,False,John Goodman did not play Babe Ruth in The Babe.
11647,False,Stomp the Yard stars an American actress born in the 1980s.
11648,False,Backing vocalists sing with other backing instrumentalists.
11649,False,"Sonny Bono died on January 5, 2012."
11650,True,Ding Yanyuhang was born in the summer of 1993.
11651,False,Java was formed by earthquakes.
11652,True,Several reforms were introduced by the QIn dynasty.
11653,False,Johann Wolfgang von Goethe failed to publish Wilhelm Meister's Apprenticeship.
11654,False,The Ellen Show only stars Ellen DeGeneres.
11655,False,The Paper stars a horse.
11656,True,Raja Hindustani's director was Dharmesh Darshan.
11657,True,Planet Hollywood Las Vegas is operated by someone.
11658,True,Ed and Lorraine Warren were paranormal investigators.
11659,False,The Independent Spirit Awards have always been held in Los Angeles.
11660,True,Richard Rodney Bennett did the soundtrack of Far from the Madding Crowd.
11661,True,Arjit Singh is from India.
11662,True,Elizabeth of York married someone.
11663,False,Aphrodite is American.
11664,False,University of Chicago Law School is ranked first in the 2016 QS World University Rankings.
11665,False,Warren Beatty never worked with Trevor Griffiths.
11666,False,The Times switched to a compact format in 2014.
11667,True,Sierra Morena is a place.
11668,True,A Canadian made One Dance.
11669,False,"Phoenix, Arizona is not in the southwestern United States."
11670,True,Annabelle is in a museum.
11671,False,Gaius Julius Caesar was born after 150 BC.
11672,True,Sonny & Cher sing R&B.
11673,False,Celebrity Rehab with Dr. Drew was set in a warehouse.
11674,False,Jefferson Davis grew up on tobacco farms.
11675,False,Brick Mansions is a television series.
11676,True,Google Search can find sports scores.
11677,False,John Frusciante released twelve solo albums.
11678,True,Physics is a fundamental scientific discipline.
11679,False,The French established administrative law in Uganda.
11680,True,Chadwick Boseman portrayed James Brown.
11681,False,Key & Peele has yet to win a Peabody Award.
11682,True,James Brolin was born in the 1940s.
11683,True,Kung Fu Panda made at least $60.2 million in theaters.
11684,False,Charles Howard Hinton was a child during World War 1.
11685,True,Bonaire was part of the Netherlands Antilles.
11686,False,Project Y was a military base.
11687,False,Pocahontas was Brazilian.
11688,False,The Chaperone (film) is a 2011 television show only.
11689,False,"The Pakistan Movement was the result of shifts in Afghan society, government, and ways of thinking."
11690,True,"During the British Raj, the Indian National Congress was founded."
11691,True,Robert Zemechkis has made movies across a wide variety of genres and is acclaimed.
11692,False,Quay premiered in 2001.
11693,True,Henry III's father was King John.
11694,True,Kevin Costner played the role of Devil Anse Hatfield in 2012.
11695,True,Hannah and Her Sisters is an American comedy-drama from 1986.
11696,False,Psych (season 2) originally aired on the TNT Network.
11697,True,B. R. Ambedkar was born before 1900.
11698,False,Hinduism forbids pilgrimage to sacred sites.
11699,True,Qin dynasty started in China.
11700,True,"James, Viscount Severn is the only ally of Prince Edward and Sophie, Countess of Wessex."
11701,True,The Warrens' Occult Museum is where Annabelle is kept.
11702,True,The American Revolution was lead by Benjamin Franklin.
11703,True,Ed Decter directs film.
11704,False,The Fame came out in 2017.
11705,False,Touch My Body was released in 1989.
11706,False,"Annabelle is not in Munroe, Connecticut."
11707,True,The IPhone 4 is a mobile personal computer.
11708,False,Night of the Living Dead is a series of seven romantic films.
11709,False,Vera Wang is based in NYC since 1945.
11710,False,Henri Kontinen has a sister named Micke.
11711,False,Maria Theresa was unrelated to Emperor Charles VI.
11712,False,A polynomial only consists of set values.
11713,True,The Airbus A380 entered commercial service in 2007 with Singapore Airlines.
11714,False,Doug Petrie starred in Dr. Horrible's Sing-Along Blog.
11715,True,Melilla shares a border with Morocco.
11716,True,Ed and Lorraine Warren were ghost hunters.
11717,False,Aphrodite is the only daughter of the Titaness Dione in Homer's Iliad.
11718,True,The Fame sold 4.7 million digital copies as of April 2016.
11719,False,Augustus Prew's father was a teacher.
11720,False,The 66th Primetime Emmy Awards was hosted by the inventor of Late Night.
11721,True,Stomp the Yard stars Columbus Short.
11722,True,Dark matter is a type of matter.
11723,True,The mother of Augustus Prew was a fashion designer.
11724,False,Key & Peele has won two Primetime Emmy Awards as of 2004.
11725,True,The Incredibles 2 is a movie.
11726,False,Baadshah was only dubbed into two other languages.
11727,True,Brian De Palma is a writer.
11728,False,Nymphomaniac (film) is not part of a trilogy along with Antichrist.
11729,False,The Dodo has been depicted with a very hairy head.
11730,True,MSG has a savory taste similar to that of glutamate.
11731,True,Vampires are deceased.
11732,True,Manchester United F.C. was the world's highest-earning football club for a season.
11733,True,"The Airbus A380 entered commercial service on October 25, 2007."
11734,True,"In an all-seater stadium, every spectator has a seat."
11735,False,Dawood Ibrahim isn't a terrorist.
11736,True,Jon Hamm received 16 Primetime Emmy Award nominations.
11737,False,Boxing Helena debuted in March 1991.
11738,True,Jewish people turn towards Temple Mount during prayer.
11739,True,UNESCO's City of Literature program was launched in May of 2004.
11740,True,Sebastian Vettel was a racecar driver in Formula One.
11741,False,Commodore is only ranked below a front admiral.
11742,True,East Timor is the place where Balibo (film) takes place.
11743,True,Samsung entered the electronics industry in the the late 1960's.
11744,False,Raven-Symoné refuses to be a singer.
11745,True,The Tenth Doctor appears in Journey's End.
11746,False,"One Flew Over the Cuckoo's Nest only won one Oscar, for sound design."
11747,True,Overexposed is an album.
11748,True,Shannon Lee acts.
11749,False,The Catcher in the Rye is not a novel.
11750,True,Cape Town was one of the locations where Half Girlfriend was filmed.
11751,True,John DiMaggio has done acting roles.
11752,True,"University of Chicago Law School is ranked last for ""Faculty quality based on American Academy of Arts and Sciences Membership."""
11753,True,The Hunger Games are based on a novel by Suzanne Collins.
11754,False,Bala has received zero awards for his work.
11755,True,Multiple shows on Cartoon Network employed John DiMaggio.
11756,True,"James, Viscount Severn was born in the 2000s."
11757,True,Punch-Drunk Love was distributed by a film studio.
11758,True,Azithromycin is prescribed under different trade names.
11759,False,One Dance was by a Mexican.
11760,True,Bala directed.
11761,True,Richard Fortus has recorded a studio album with Guns N' Roses.
11762,False,The Challenge XXX: Dirty 30 is a season of a show on Syfy.
11763,True,Matt Bomer is from America.
11764,False,Younger ended in 2015.
11765,True,Stomp the Yard stars an American actress born in August 1981.
11766,True,Aristocracy is a term with Greek heritage.
11767,True,Bala has received recognition.
11768,False,The English Wikipedia is an edition of a free online chat room.
11769,True,Robinson Crusoe on Mars was produced by Paramount Pictures.
11770,False,Rick Ross had nothing to do with the creation of Hood Billionaire.
11771,False,Charles de Gaulle was used as the basis of a French political stance.
11772,True,Yvonne Strahovski's real last name is Strzechowski.
11773,True,The Challenge XXX: Dirty 30 is a season of a show on MTV.
11774,False,The SpongeBob SquarePants Movie was directed by Donald Trump.
11775,True,Aphrodite appears in Greek mythology.
11776,False,The Challenge XXX: Dirty 30 is a season of an Australian TV show.
11777,True,Bob Ross created a painting show.
11778,True,Internet access requires the use of hardware like computers.
11779,True,Ron Dennis serves as the Global Consultant for Minsheng Investment Corporation.
11780,False,Wolfgang Amadeus Mozart was not born in Salzburg.
11781,False,The latest ceremony of the Logie Awards was at a farmhouse.
11782,False,Estelle Getty has never been photographed or filmed.
11783,True,Emmanuel Macron worked as an investment banker.
11784,True,The Visigoths gradually adopted the culture of their Hispano-Roman subjects under Reccared I in 589.
11785,False,Nero's death ended the Julio-Claudian dynasty in 1203.
11786,True,Georgians arose from a kingdom.
11787,False,Hannah and Her Sisters is a 1967 film.
11788,True,John Frusciante released eleven solo albums.
11789,True,David Lloyd George was a prime minister.
11790,True,Exit the King is by a writer.
11791,True,Georges Gilles de la Tourette made descriptions of attributes in nine patients.
11792,False,"South Island is rarely referred to as the ""mainland"" of New Zealand."
11793,False,Nawaz Sharif is exclusively from the United States.
11794,False,Backing vocalists cannot ever sing.
11795,False,A polynomial is barely an expression.
11796,False,Watchmen is a dark satirical and dystopian take on the superhero genre and it lasts for six hours and forty-five minutes.
11797,True,Corsica belongs to France.
11798,True,The Cyclades are southeast of mainland Greece.
11799,False,Lorelai Gilmore's father is named Emily.
11800,False,Saw II was released on Blu-ray.
11801,True,LinkedIn is available in the Romanian language.
11802,False,The Challenge XXX: Dirty 30 is an episode of a TV series.
11803,True,Andrew Moray led an uprising against the occupation of north Scotland in 1297.
11804,False,"Jamie Lee Curtis' mother is Janet Leigh, the comedienne from Pittsburgh."
11805,False,Dissociative identity disorder is a skin disorder.
11806,True,Sennacherib's designated successor was Esarhaddon.
11807,True,"Zoey Deutch was birthed on November 10, 1994."
11808,True,"Westworld's first season concluded on December 4, 2016."
11809,True,Brick Mansions starred Belle.
11810,True,Emmanuel Macron worked as an investment banker at Rothschild & Cie Banque.
11811,False,The Icelandic Coast Guard is rarely responsible for Iceland's maritime search and rescue.
11812,False,The Fame was released in February 2016.
11813,True,Emperor Norton is immortalized by authors from different continents.
11814,True,Georgians arose from a kingdom.
11815,False,"In 2015, among Mexicans, 70% of adults had consumed alcoholic drink in the last year."
11816,False,Bank of America withholds products and services.
11817,True,MSG has a savory flavor.
11818,True,The Nobel Prize in Chemistry was awarded to a person from the Kingdom of the Netherlands.
11819,True,Cleopatre is one of three operas and it is significant.
11820,True,The End of Time is a Tenth Doctor adventure.
11821,False,The Indian National Congress was founded in New Delhi.
11822,True,The Hunger Games has a film.
11823,True,Levoamphetamine increases concentration.
11824,True,The Alfred P. Murrah Federal Building was located in a city.
11825,False,Inside Llewyn Davis was released in 2016.
11826,False,The Times was printed in compact format for 219 years.
11827,True,The 2003 NCAA Division I Men's Basketball Tournament involved multiple schools.
11828,False,Andre Pirlo is only on the NYC team.
11829,False,Python lacks a dynamic type system.
11830,False,The SpongeBob SquarePants Movie was directed by Stephen Hillenburg in 2011.
11831,True,The X-Files starred David Duchovny as the lead role.
11832,False,The Times began printing before or during 1785.
11833,True,The Thin Red Line (1998 film) features a performance by an American actor.
11834,False,Ekta Kapoor did not produce Kumkum Bhagya.
11835,False,Catherine Hardwicke was born as Catherine Hardwicke.
11836,True,The Burj Khalifa contains 8 escalators.
11837,False,Temple Grandin was directed by Christopher Nolan.
11838,True,Designated Survivor (TV series) is a show that is televised.
11839,True,Alvin and the Chipmunks is an American comedy film.
11840,False,Oscar Isaac did not act as the supervillain Apocalypse.
11841,True,Victor Frankenstein is an American film.
11842,False,An all-seater stadium is solely a stadium meant for competitive emotional activity.
11843,True,Louis Malle worked in the French film industry.
11844,True,Heroes first season averaged over a million viewers.
11845,True,Charles Howard Hinton wrote science fiction.
11846,False,Morgan Fairchild exclusively acts in film.
11847,False,Ed and Lorraine Warren rejected Roman Catholicism.
11848,False,Alexandria is outside of Egypt.
11849,True,Legendary Entertainment is owned by Wanda Group.
11850,False,Riz Ahmed acted in an Portuguese miniseries based on a British television series.
11851,True,The ovary is part of the female reproductive system.
11852,False,Mount Hood is in the Andes.
11853,False,Chris Benoit is from North America.
11854,False,David Lloyd George was named one of the 100 Greatest Americans.
11855,False,Half Girlfriend's principal photography began in May of 2016.
11856,True,Earth's atmosphere experiences an acoustic effect during a thunderstorm.
11857,True,Ovaries do not occur alone.
11858,True,Mikhail Prokhorov is the former chairman of Russia's largest gold producer.
11859,True,Issa Rae has started up her own YouTube outlet.
11860,True,Absinthe has properties.
11861,True,Fraud is to deprive a victim of a legal right.
11862,False,Medical school around the world shares the same structure.
11863,False,The Silver Surfer appears only in Icelandic comic books.
11864,False,Sausage Party was released in 2013.
11865,True,Vincent D'Onofrio is an Emmy Award nominee.
11866,True,Scream became notable.
11867,False,Corsica is independent of France.
11868,True,Bank of America has call centers.
11869,False,"Henri Kontinen's brother is a retired tennis player, who last played in 2008."
11870,True,Backing vocalists are performers.
11871,False,The New England Patriots reached ten Super Bowls.
11872,True,Theresa May worked.
11873,True,Charles Howard Hinton was a mathematician.
11874,False,Julie Bowen died in 1950.
11875,True,Pitch Perfect 2 centers on a singing group.
11876,False,Manchester by the Sea is distributed globally.
11877,False,Toy Story 2 was released by Universal Pictures.
11878,False,Spider-Man 2 was released in July of 2004.
11879,True,The Invisible Man was a movie of the science fiction and horror genres.
11880,True,Gaius Julius Caesar was born in 130 BC.
11881,False,"Henry III of France was succeeded by Henry IV, founder of the House of Bourbon."
11882,False,Jarhead negated the account provided in the 2003 memoir of Anthony Swofford.
11883,True,Kate Walsh was on a Netflix series.
11884,True,The Beverly Hillbillies had nine seasons.
11885,True,Henry VIII was the father of Elizabeth I.
11886,True,Linkin Park made Reanimation
11887,True,Macklemore is a hip hop artist.
11888,False,The ROC controls more of China than the PRC.
11889,False,Truman Capote avoided writing his entire life.
11890,True,The basis of characters in many authors' books in Emperor Norton.
11891,True,1997 was the year No Way Out was released.
11892,False,The Love Club EP is the sophomore extended play by Lorde.
11893,False,Sonny & Cher was a sibling duo.
11894,True,Floyd Mayweather Jr. is a professional boxer.
11895,False,The Alfred P. Murrah Federal Building was only located at 300 N.W. 5th Street.
11896,False,Southern Hospitality ended at number 86 on the Billboard Hot 100.
11897,True,A person afflicted with Parkinson's disease is Michael J. Fox.
11898,True,Rick Ross founded the Maybach Music Group in 2009.
11899,True,The House of the Spirits is based on the 1982 book La Casa de los Espíritus by Isabel Allende.
11900,False,The Maze Runner is an unadapted novel.
11901,False,Maximum Overdrive was directed by Christopher Nolan.
11902,True,Saw II was released in an analog optical disc storage format.
11903,False,Pakistan is not a federal parliamentary republic.
11904,True,Great white sharks killed humans in the past.
11905,False,Gaius Julius Caesar only died in 70 BC.
11906,False,NXT Tag Team Championship was created by WWE in 2002.
11907,False,Mandy Moore is not a musician.
11908,False,Boeing 787 Dreamliner has always had the same name.
11909,True,Dawood Ibrahim is originally from the capital city of the Indian state of Maharashtra.
11910,True,Henry III of France was succeeded by another Henry.
11911,False,Nawaz Sharif has no record in politics.
11912,False,Eurotas (river) is outside of Greece.
11913,False,Richard Fortus refuses to join Guns N' Roses.
11914,True,Georges Gilles de la Tourette described symptoms in 1884.
11915,True,There is a film called Annie.
11916,True,Jefferson Davis was born in the United States.
11917,True,Agent Raghav – Crime Branch received awards.
11918,True,Manchester United F.C. was one of the world's highest-earning football clubs for a season.
11919,True,The Monster is a song by a rapper.
11920,False,US Airways Flight 1549 did not have any people on board.
11921,True,Maria Theresa's father died in October 1740.
11922,True,"The Guthrie Theater's first building included a 1,441-seat thrust stage designed by Tanya Moiseiwitsch."
11923,True,Netscape Navigator was a program.
11924,False,Taarak Mehta Ka Ooltah Chashmah is produced by Universal Studios.
11925,False,"Ed Gein did not commit crimes around Plainfield, Wisconsin."
11926,False,MS-13 is a part of the Sinaloa Cartel after being absorbed.
11927,True,The Monster is a song by an American rapper.
11928,False,MS-13 is kind.
11929,True,Skopje was contested between the Byzantines and the Bulgarian Empire.
11930,True,The Ukrainian Soviet Socialist Republic became Ukraine before the founding of the United Nations.
11931,False,A staging area is only an unused piece of land.
11932,True,Lyon is a city in Southwest France.
11933,True,The Stanford prison experiment was funded by an organization.
11934,False,The latest ceremony of the Logie Awards was at Boston.
11935,True,Jack Dylan Grazer was born in California.
11936,False,Boxing Helena received critical praise from American critics.
11937,True,In 2010 Hammer Film Productions produced Let Me In.
11938,False,The Guthrie Theater's first building was designed before Ralph Rapson was born.
11939,True,"In many navies, Commodore is used."
11940,True,Issa Rae has developed her own platform.
11941,True,John Frusciante was incapable of releasing eleven solo albums.
11942,True,"On Mount Olympus, Hebe was a server of nectar and ambrosia."
11943,False,House of Balloons is by Queen.
11944,False,Milk is based on the life of a person that was solely a farmer.
11945,False,See.SZA.Run is only influenced by soul.
11946,True,Stephen Moyer was in Prince Valiant.
11947,False,Yvonne Strahovski has done the voice-over for movies and TV shows.
11948,False,Mickey Thompson has yet to participate in a Baja 1000.
11949,True,UNESCO's City of Literature class is part of its Creative Cities Network.
11950,True,Vampire Academy grossed $15.4 million worldwide.
11951,False,The Vandals established kingdoms in 1908 and 1910.
11952,False,Chinatown is a 1874 film directed by Roman Polanski.
11953,False,Natasha Lyonne wasn't born in 1979.
11954,True,Faye Resnick has been on television.
11955,False,The SpongeBob SquarePants Movie is a TV show.
11956,False,Timur was Anglo-Saxon.
11957,False,"Catherine Keener appeared in the 1997 film Synecdoche, New York."
11958,True,Aldous Huxley published film scripts.
11959,True,Coins of the Swiss franc are officially used coins.
11960,False,The Challenge XXX: Dirty 30 is not a season of a TV series.
11961,True,Yemen has a coast to the south.
11962,True,Morgan Fairchild played the role of Jordan Roberts in Falcon Crest.
11963,False,Josh Hutcherson wasn't in a lead role in films.
11964,True,Vera Wang's birthday takes place on June 27.
11965,True,The Thin Red Line (1998 film) features a performance by Sean Penn.
11966,True,Tyler Perry is a filmmaker.
11967,True,Ron Dennis is the owner of Absolute Taste.
11968,True,Fred Seibert produces for television and the internet.
11969,True,Balibo (film) starts in the year 1975.
11970,True,L. Ron Hubbard died in California.
11971,False,Dawood Ibrahim is a separatist terrorist.
11972,True,"Ang Lee was born October 23, 1954."
11973,False,Sherilyn Fenn did not have a role in Of Mice and Men.
11974,True,The SpongeBob SquarePants Movie was directed by Stephen Hillenburg.
11975,False,"Manchester United is based in Bolton, Greater Manchester, England."
11976,False,Barbarella is a 1998 film.
11977,True,Stomp the Yard stars an American actor born in October of 1982.
11978,True,John Frusciante is an American musician.
11979,True,Henri Kontinen was first place in the Australian Open men's doubles championship.
11980,True,Firefox is an application.
11981,True,Deepika Padukone played the lead role in Love Aaj Kal.
11982,True,Vera Wang is a fashion designer from the United States.
11983,True,Sebastian Vettel is a person.
11984,False,Internet access is the ability of organizations to research on the internet.
11985,True,"Dan Brown was born June 22, 1964."
11986,True,Riz Ahmed acted in an 8-part crime drama miniseries.
11987,True,Deepika Padukone played the lead role in a Hindi romantic drama.
11988,True,"On October 11, 1977, Matt Bomer was born."
11989,False,A Good Day to Die Hard stars only Alan Rickman.
11990,True,Benjamin Franklin was a worker.
11991,False,The Wonder Years was a bank.
11992,True,Simon Cowell gives money.
11993,True,Valles Marineris is on Mars.
11994,False,Anne Boleyn did not return to England.
11995,False,The Paper only stars Samuel L. Jackson.
11996,True,Sonny & Cher began in the 20th century.
11997,True,In the 1980s Ice-T began his career as a rapper.
11998,True,Roberto Orci worked.
11999,True,Theresa May was elected as MP for Maidenhead.
12000,True,Timur was multi-ethnic.
12001,True,Chris Benoit died in June.
12002,False,"Ang Lee died October 23, 1954."
